id,name_x,height,weight,hp_x,attack_x,defense_x,s_attack,s_defense,speed_x,type,evo_set,info,name_y,type_1,type_2,total,hp_y,attack_y,defense_y,sp._atk,sp._def,speed_y,generation_x,legendary,type1_x,type2_x,evolution,ability,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name_y,percentage_male,sp_attack,sp_defense,speed,type1_y,type2_y,weight_kg,generation_y,is_legendary,name,type1_base,type2_base,classification_base,height_(m)_base,weight_(kg)_base,abilities_y,generation_base,legendary_status_base,type1_df6,type2_df6,classification_df6,height_(m)_df6,weight_(kg)_df6,abilities_base,generation_df6,legendary_status_df6,type1,type2,classification,height_(m),weight_(kg),abilities_df6,generation,legendary_status
192,sunflora,8,85,75,75,55,105,85,30,{grass},94,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still.",Sunflora,Grass,,425.0,75.0,75.0,55.0,105.0,85.0,30.0,2.0,False,Grass,,,"['Chlorophyll', 'Solar Power', 'Early Bird']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75.0,5120.0,70.0,425.0,120,Sun Pokémon,55.0,1059860.0,0.8,75.0,Kimawariキマワリ,Sunflora,50.0,105.0,85.0,30.0,grass,,8.5,2.0,0.0,Sunflora,Grass,,Sun Pokémon,0.8,8.5,"Chlorophyll, Solar-power, Early-bird",2.0,No,Grass,,Sun Pokémon,0.8,8.5,"Chlorophyll, Solar-power, Early-bird",2.0,No,Grass,,Sun Pokémon,0.8,8.5,"Chlorophyll, Solar-power, Early-bird",2.0,No
193,yanma,12,380,65,65,45,75,45,95,"{bug,flying}",95,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",Yanma,Bug,Flying,390.0,65.0,65.0,45.0,75.0,45.0,95.0,2.0,False,Bug,Flying,,"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,65.0,5120.0,70.0,390.0,75,Clear Wing Pokémon,45.0,1000000.0,1.2,65.0,Yanyanmaヤンヤンマ,Yanma,50.0,75.0,45.0,95.0,bug,flying,38.0,2.0,0.0,Yanma,Bug,Flying,Clear Wing Pokémon,1.2,38.0,"Speed-boost, Compound-eyes, Frisk",2.0,No,Bug,Flying,Clear Wing Pokémon,1.2,38.0,"Speed-boost, Compound-eyes, Frisk",2.0,No,Bug,Flying,Clear Wing Pokémon,1.2,38.0,"Speed-boost, Compound-eyes, Frisk",2.0,No
194,wooper,4,85,55,45,45,25,25,15,"{water,ground}",96,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,Wooper,Water,Ground,210.0,55.0,45.0,45.0,25.0,25.0,15.0,2.0,False,Water,Ground,,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,45.0,5120.0,70.0,210.0,255,Water Fish Pokémon,45.0,1000000.0,0.4,55.0,Upahウパー,Wooper,50.0,25.0,25.0,15.0,water,ground,8.5,2.0,0.0,Wooper,Water,Ground,Water Fish Pokémon,0.4,8.5,"Damp, Water-absorb, Unaware",2.0,No,Water,Ground,Water Fish Pokémon,0.4,8.5,"Damp, Water-absorb, Unaware",2.0,No,Water,Ground,Water Fish Pokémon,0.4,8.5,"Damp, Water-absorb, Unaware",2.0,No
195,quagsire,14,750,95,85,85,65,65,35,"{water,ground}",96,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",Quagsire,Water,Ground,430.0,95.0,85.0,85.0,65.0,65.0,35.0,2.0,False,Water,Ground,,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85.0,5120.0,70.0,430.0,90,Water Fish Pokémon,85.0,1000000.0,1.4,95.0,Nuohヌオー,Quagsire,50.0,65.0,65.0,35.0,water,ground,75.0,2.0,0.0,Quagsire,Water,Ground,Water Fish Pokémon,1.4,75.0,"Damp, Water-absorb, Unaware",2.0,No,Water,Ground,Water Fish Pokémon,1.4,75.0,"Damp, Water-absorb, Unaware",2.0,No,Water,Ground,Water Fish Pokémon,1.4,75.0,"Damp, Water-absorb, Unaware",2.0,No
196,espeon,9,265,65,65,60,130,95,110,{psychic},67,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,Espeon,Psychic,,525.0,65.0,65.0,60.0,130.0,95.0,110.0,2.0,False,Psychic,,,"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65.0,8960.0,70.0,525.0,45,Sun Pokémon,60.0,1000000.0,0.9,65.0,Eifieエーフィ,Espeon,88.1,130.0,95.0,110.0,psychic,,26.5,2.0,0.0,Espeon,Psychic,,Sun Pokémon,0.9,26.5,"Synchronize, Magic-bounce",2.0,No,Psychic,,Sun Pokémon,0.9,26.5,"Synchronize, Magic-bounce",2.0,No,Psychic,,Sun Pokémon,0.9,26.5,"Synchronize, Magic-bounce",2.0,No
197,umbreon,10,270,95,65,110,60,130,65,{dark},67,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",Umbreon,Dark,,525.0,95.0,65.0,110.0,60.0,130.0,65.0,2.0,False,Dark,,,"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65.0,8960.0,35.0,525.0,45,Moonlight Pokémon,110.0,1000000.0,1.0,95.0,Blackyブラッキー,Umbreon,88.1,60.0,130.0,65.0,dark,,27.0,2.0,0.0,Umbreon,Dark,,Moonlight Pokémon,1.0,27.0,"Synchronize, Inner-focus",2.0,No,Dark,,Moonlight Pokémon,1.0,27.0,"Synchronize, Inner-focus",2.0,No,Dark,,Moonlight Pokémon,1.0,27.0,"Synchronize, Inner-focus",2.0,No
198,murkrow,5,21,60,85,42,85,42,91,"{dark,flying}",97,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",Murkrow,Dark,Flying,405.0,60.0,85.0,42.0,85.0,42.0,91.0,2.0,False,Dark,Flying,,"['Insomnia', 'Super Luck', 'Prankster']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,85.0,5120.0,35.0,405.0,30,Darkness Pokémon,42.0,1059860.0,0.5,60.0,Yamikarasuヤミカラス,Murkrow,50.0,85.0,42.0,91.0,dark,flying,2.1,2.0,0.0,Murkrow,Dark,Flying,Darkness Pokémon,0.5,2.1,"Insomnia, Super-luck, Prankster",2.0,No,Dark,Flying,Darkness Pokémon,0.5,2.1,"Insomnia, Super-luck, Prankster",2.0,No,Dark,Flying,Darkness Pokémon,0.5,2.1,"Insomnia, Super-luck, Prankster",2.0,No
199,slowking,20,795,95,75,80,100,110,30,"{water,psychic}",33,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",Slowking,Water,Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0,2.0,False,Water,Psychic,,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75.0,5120.0,70.0,490.0,70,Royal Pokémon,80.0,1000000.0,2.0,95.0,Yadokingヤドキング,Slowking,50.0,100.0,110.0,30.0,water,psychic,79.5,2.0,0.0,Slowking,Water,Psychic,Royal Pokémon,2.0,79.5,"Oblivious, Own-tempo, Regenerator",2.0,No,Water,Psychic,Royal Pokémon,2.0,79.5,"Oblivious, Own-tempo, Regenerator",2.0,No,Water,Psychic,Royal Pokémon,2.0,79.5,"Oblivious, Own-tempo, Regenerator",2.0,No
200,misdreavus,7,10,60,60,60,85,85,85,{ghost},98,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,Misdreavus,Ghost,,435.0,60.0,60.0,60.0,85.0,85.0,85.0,2.0,False,Ghost,,,['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,60.0,6400.0,35.0,435.0,45,Screech Pokémon,60.0,800000.0,0.7,60.0,Mumaムウマ,Misdreavus,50.0,85.0,85.0,85.0,ghost,,1.0,2.0,0.0,Misdreavus,Ghost,,Screech Pokémon,0.7,1.0,Levitate,2.0,No,Ghost,,Screech Pokémon,0.7,1.0,Levitate,2.0,No,Ghost,,Screech Pokémon,0.7,1.0,Levitate,2.0,No
201,unown,5,50,48,72,48,72,48,48,{psychic},99,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.,Unown,Psychic,,336.0,48.0,72.0,48.0,72.0,48.0,48.0,2.0,False,Psychic,,,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,72.0,10240.0,70.0,336.0,225,Symbol Pokémon,48.0,1000000.0,0.5,48.0,Unknownアンノーン,Unown,,72.0,48.0,48.0,psychic,,5.0,2.0,0.0,Unown,Psychic,,Symbol Pokémon,0.5,5.0,Levitate,2.0,No,Psychic,,Symbol Pokémon,0.5,5.0,Levitate,2.0,No,Psychic,,Symbol Pokémon,0.5,5.0,Levitate,2.0,No
202,wobbuffet,13,285,190,33,58,33,58,33,{psychic},100,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",Wobbuffet,Psychic,,405.0,190.0,33.0,58.0,33.0,58.0,33.0,2.0,False,Psychic,,,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,33.0,5120.0,70.0,405.0,45,Patient Pokémon,58.0,1000000.0,1.3,190.0,Sonansソーナンス,Wobbuffet,50.0,33.0,58.0,33.0,psychic,,28.5,2.0,0.0,Wobbuffet,Psychic,,Patient Pokémon,1.3,28.5,"Shadow-tag, Telepathy",2.0,No,Psychic,,Patient Pokémon,1.3,28.5,"Shadow-tag, Telepathy",2.0,No,Psychic,,Patient Pokémon,1.3,28.5,"Shadow-tag, Telepathy",2.0,No
203,girafarig,15,415,70,80,65,90,65,85,"{normal,psychic}",101,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",Girafarig,Normal,Psychic,455.0,70.0,80.0,65.0,90.0,65.0,85.0,2.0,False,Normal,Psychic,,"['Inner Focus', 'Early Bird', 'Sap Sipper']",2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,80.0,5120.0,70.0,455.0,60,Long Neck Pokémon,65.0,1000000.0,1.5,70.0,Kirinrikiキリンリキ,Girafarig,50.0,90.0,65.0,85.0,normal,psychic,41.5,2.0,0.0,Girafarig,Normal,Psychic,Long Neck Pokémon,1.5,41.5,"Inner-focus, Early-bird, Sap-sipper",2.0,No,Normal,Psychic,Long Neck Pokémon,1.5,41.5,"Inner-focus, Early-bird, Sap-sipper",2.0,No,Normal,Psychic,Long Neck Pokémon,1.5,41.5,"Inner-focus, Early-bird, Sap-sipper",2.0,No
204,pineco,6,72,50,65,90,35,35,15,{bug},102,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,Pineco,Bug,,290.0,50.0,65.0,90.0,35.0,35.0,15.0,2.0,False,Bug,,,"['Sturdy', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,65.0,5120.0,70.0,290.0,190,Bagworm Pokémon,90.0,1000000.0,0.6,50.0,Kunugidamaクヌギダマ,Pineco,50.0,35.0,35.0,15.0,bug,,7.2,2.0,0.0,Pineco,Bug,,Bagworm Pokémon,0.6,7.2,"Sturdy, Overcoat",2.0,No,Bug,,Bagworm Pokémon,0.6,7.2,"Sturdy, Overcoat",2.0,No,Bug,,Bagworm Pokémon,0.6,7.2,"Sturdy, Overcoat",2.0,No
205,forretress,12,1258,75,90,140,60,60,40,"{bug,steel}",102,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,Forretress,Bug,Steel,465.0,75.0,90.0,140.0,60.0,60.0,40.0,2.0,False,Bug,Steel,,"['Sturdy', 'Overcoat']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,90.0,5120.0,70.0,465.0,75,Bagworm Pokémon,140.0,1000000.0,1.2,75.0,Foretosフォレトス,Forretress,50.0,60.0,60.0,40.0,bug,steel,125.8,2.0,0.0,Forretress,Bug,Steel,Bagworm Pokémon,1.2,125.8,"Sturdy, Overcoat",2.0,No,Bug,Steel,Bagworm Pokémon,1.2,125.8,"Sturdy, Overcoat",2.0,No,Bug,Steel,Bagworm Pokémon,1.2,125.8,"Sturdy, Overcoat",2.0,No
206,dunsparce,15,140,100,70,70,65,65,45,{normal},103,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.",Dunsparce,Normal,,415.0,100.0,70.0,70.0,65.0,65.0,45.0,2.0,False,Normal,,,"['Serene Grace', 'Run Away', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0,5120.0,70.0,415.0,190,Land Snake Pokémon,70.0,1000000.0,1.5,100.0,Nokocchiノコッチ,Dunsparce,50.0,65.0,65.0,45.0,normal,,14.0,2.0,0.0,Dunsparce,Normal,,Land Snake Pokémon,1.5,14.0,"Serene-grace, Run-away, Rattled",2.0,No,Normal,,Land Snake Pokémon,1.5,14.0,"Serene-grace, Run-away, Rattled",2.0,No,Normal,,Land Snake Pokémon,1.5,14.0,"Serene-grace, Run-away, Rattled",2.0,No
207,gligar,11,648,65,75,105,35,65,85,"{ground,flying}",104,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,Gligar,Ground,Flying,430.0,65.0,75.0,105.0,35.0,65.0,85.0,2.0,False,Ground,Flying,,"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,75.0,5120.0,70.0,430.0,60,Flyscorpion Pokémon,105.0,1059860.0,1.1,65.0,Gligerグライガー,Gligar,50.0,35.0,65.0,85.0,ground,flying,64.8,2.0,0.0,Gligar,Ground,Flying,Fly Scorpion Pokémon,1.1,64.8,"Hyper-cutter, Sand-veil, Immunity",2.0,No,Ground,Flying,Fly Scorpion Pokémon,1.1,64.8,"Hyper-cutter, Sand-veil, Immunity",2.0,No,Ground,Flying,Fly Scorpion Pokémon,1.1,64.8,"Hyper-cutter, Sand-veil, Immunity",2.0,No
208,steelix,92,4000,75,85,200,55,65,30,"{steel,ground}",41,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,Steelix,Steel,Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0,2.0,False,Steel,Ground,,"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125.0,6400.0,70.0,610.0,25,Iron Snake Pokémon,230.0,1000000.0,9.2,75.0,Haganeilハガネール,Steelix,50.0,55.0,95.0,30.0,steel,ground,400.0,2.0,0.0,Steelix,Steel,Ground,Iron Snake Pokémon,9.2,400.0,"Rock-head, Sturdy, Sheer-force",2.0,No,Steel,Ground,Iron Snake Pokémon,9.2,400.0,"Rock-head, Sturdy, Sheer-force",2.0,No,Steel,Ground,Iron Snake Pokémon,9.2,400.0,"Rock-head, Sturdy, Sheer-force",2.0,No
208,steelix,92,4000,75,85,200,55,65,30,"{steel,ground}",41,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,SteelixMega Steelix,Steel,Ground,610.0,75.0,125.0,230.0,55.0,95.0,30.0,2.0,False,Steel,Ground,,"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125.0,6400.0,70.0,610.0,25,Iron Snake Pokémon,230.0,1000000.0,9.2,75.0,Haganeilハガネール,Steelix,50.0,55.0,95.0,30.0,steel,ground,400.0,2.0,0.0,Steelix,Steel,Ground,Iron Snake Pokémon,9.2,400.0,"Rock-head, Sturdy, Sheer-force",2.0,No,Steel,Ground,Iron Snake Pokémon,9.2,400.0,"Rock-head, Sturdy, Sheer-force",2.0,No,Steel,Ground,Iron Snake Pokémon,9.2,400.0,"Rock-head, Sturdy, Sheer-force",2.0,No
209,snubbull,6,78,60,80,50,40,40,30,{fairy},105,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",Snubbull,Fairy,,300.0,60.0,80.0,50.0,40.0,40.0,30.0,2.0,False,Fairy,,,"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80.0,5120.0,70.0,300.0,190,Fairy Pokémon,50.0,800000.0,0.6,60.0,Buluブルー,Snubbull,24.6,40.0,40.0,30.0,fairy,,7.8,2.0,0.0,Snubbull,Fairy,,Fairy Pokémon,0.6,7.8,"Intimidate, Run-away, Rattled",2.0,No,Fairy,,Fairy Pokémon,0.6,7.8,"Intimidate, Run-away, Rattled",2.0,No,Fairy,,Fairy Pokémon,0.6,7.8,"Intimidate, Run-away, Rattled",2.0,No
210,granbull,14,487,90,120,75,60,60,45,{fairy},105,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",Granbull,Fairy,,450.0,90.0,120.0,75.0,60.0,60.0,45.0,2.0,False,Fairy,,,"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,120.0,5120.0,70.0,450.0,75,Fairy Pokémon,75.0,800000.0,1.4,90.0,Granbuluグランブル,Granbull,24.6,60.0,60.0,45.0,fairy,,48.7,2.0,0.0,Granbull,Fairy,,Fairy Pokémon,1.4,48.7,"Intimidate, Quick-feet, Rattled",2.0,No,Fairy,,Fairy Pokémon,1.4,48.7,"Intimidate, Quick-feet, Rattled",2.0,No,Fairy,,Fairy Pokémon,1.4,48.7,"Intimidate, Quick-feet, Rattled",2.0,No
211,qwilfish,5,39,65,95,85,55,55,85,"{water,poison}",106,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",Qwilfish,Water,Poison,430.0,65.0,95.0,75.0,55.0,55.0,85.0,2.0,False,Water,Poison,,"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,95.0,5120.0,70.0,440.0,45,Balloon Pokémon,85.0,1000000.0,0.5,65.0,Harysenハリーセン,Qwilfish,50.0,55.0,55.0,85.0,water,poison,3.9,2.0,0.0,Qwilfish,Water,Poison,Balloon Pokémon,0.5,3.9,"Poison-point, Swift-swim, Intimidate",2.0,No,Water,Poison,Balloon Pokémon,0.5,3.9,"Poison-point, Swift-swim, Intimidate",2.0,No,Water,Poison,Balloon Pokémon,0.5,3.9,"Poison-point, Swift-swim, Intimidate",2.0,No
212,scizor,18,1180,70,130,100,55,80,65,"{bug,steel}",58,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,Scizor,Bug,Steel,500.0,70.0,130.0,100.0,55.0,80.0,65.0,2.0,False,Bug,Steel,,"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150.0,6400.0,70.0,600.0,25,Pincer Pokémon,140.0,1000000.0,1.8,70.0,Hassamハッサム,Scizor,50.0,65.0,100.0,75.0,bug,steel,118.0,2.0,0.0,Scizor,Bug,Steel,Pincer Pokémon,1.8,118.0,"Swarm, Technician, Light-metal",2.0,No,Bug,Steel,Pincer Pokémon,1.8,118.0,"Swarm, Technician, Light-metal",2.0,No,Bug,Steel,Pincer Pokémon,1.8,118.0,"Swarm, Technician, Light-metal",2.0,No
212,scizor,18,1180,70,130,100,55,80,65,"{bug,steel}",58,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,ScizorMega Scizor,Bug,Steel,600.0,70.0,150.0,140.0,65.0,100.0,75.0,2.0,False,Bug,Steel,,"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150.0,6400.0,70.0,600.0,25,Pincer Pokémon,140.0,1000000.0,1.8,70.0,Hassamハッサム,Scizor,50.0,65.0,100.0,75.0,bug,steel,118.0,2.0,0.0,Scizor,Bug,Steel,Pincer Pokémon,1.8,118.0,"Swarm, Technician, Light-metal",2.0,No,Bug,Steel,Pincer Pokémon,1.8,118.0,"Swarm, Technician, Light-metal",2.0,No,Bug,Steel,Pincer Pokémon,1.8,118.0,"Swarm, Technician, Light-metal",2.0,No
213,shuckle,6,205,20,10,230,10,230,5,"{bug,rock}",107,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,Shuckle,Bug,Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0,2.0,False,Bug,Rock,,"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10.0,5120.0,70.0,505.0,190,Mold Pokémon,230.0,1059860.0,0.6,20.0,Tsubotsuboツボツボ,Shuckle,50.0,10.0,230.0,5.0,bug,rock,20.5,2.0,0.0,Shuckle,Bug,Rock,Mold Pokémon,0.6,20.5,"Sturdy, Gluttony, Contrary",2.0,No,Bug,Rock,Mold Pokémon,0.6,20.5,"Sturdy, Gluttony, Contrary",2.0,No,Bug,Rock,Mold Pokémon,0.6,20.5,"Sturdy, Gluttony, Contrary",2.0,No
214,heracross,15,540,80,125,75,40,95,85,"{bug,fighting}",108,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",Heracross,Bug,Fighting,500.0,80.0,125.0,75.0,40.0,95.0,85.0,2.0,False,Bug,Fighting,,"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185.0,6400.0,70.0,600.0,45,Singlehorn Pokémon,115.0,1250000.0,1.5,80.0,Heracrosヘラクロス,Heracross,50.0,40.0,105.0,75.0,bug,fighting,54.0,2.0,0.0,Heracross,Bug,Fighting,Single Horn Pokémon,1.5,54.0,"Swarm, Guts, Moxie",2.0,No,Bug,Fighting,Single Horn Pokémon,1.5,54.0,"Swarm, Guts, Moxie",2.0,No,Bug,Fighting,Single Horn Pokémon,1.5,54.0,"Swarm, Guts, Moxie",2.0,No
214,heracross,15,540,80,125,75,40,95,85,"{bug,fighting}",108,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",HeracrossMega Heracross,Bug,Fighting,600.0,80.0,185.0,115.0,40.0,105.0,75.0,2.0,False,Bug,Fighting,,"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185.0,6400.0,70.0,600.0,45,Singlehorn Pokémon,115.0,1250000.0,1.5,80.0,Heracrosヘラクロス,Heracross,50.0,40.0,105.0,75.0,bug,fighting,54.0,2.0,0.0,Heracross,Bug,Fighting,Single Horn Pokémon,1.5,54.0,"Swarm, Guts, Moxie",2.0,No,Bug,Fighting,Single Horn Pokémon,1.5,54.0,"Swarm, Guts, Moxie",2.0,No,Bug,Fighting,Single Horn Pokémon,1.5,54.0,"Swarm, Guts, Moxie",2.0,No
215,sneasel,9,280,55,95,55,35,75,115,"{dark,ice}",109,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",Sneasel,Dark,Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0,2.0,False,Dark,Ice,,"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95.0,5120.0,35.0,430.0,60,Sharp Claw Pokémon,55.0,1059860.0,0.9,55.0,Nyulaニューラ,Sneasel,50.0,35.0,75.0,115.0,dark,ice,28.0,2.0,0.0,Sneasel,Dark,Ice,Sharp Claw Pokémon,0.9,28.0,"Inner-focus, Keen-eye, Pickpocket",2.0,No,Dark,Ice,Sharp Claw Pokémon,0.9,28.0,"Inner-focus, Keen-eye, Pickpocket",2.0,No,Dark,Ice,Sharp Claw Pokémon,0.9,28.0,"Inner-focus, Keen-eye, Pickpocket",2.0,No
216,teddiursa,6,88,60,80,50,50,50,40,{normal},110,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",Teddiursa,Normal,,330.0,60.0,80.0,50.0,50.0,50.0,40.0,2.0,False,Normal,,,"['Pickup', 'Quick Feet', 'Honey Gather']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,5120.0,70.0,330.0,120,Little Bear Pokémon,50.0,1000000.0,0.6,60.0,Himegumaヒメグマ,Teddiursa,50.0,50.0,50.0,40.0,normal,,8.8,2.0,0.0,Teddiursa,Normal,,Little Bear Pokémon,0.6,8.8,"Pickup, Quick-feet, Honey-gather",2.0,No,Normal,,Little Bear Pokémon,0.6,8.8,"Pickup, Quick-feet, Honey-gather",2.0,No,Normal,,Little Bear Pokémon,0.6,8.8,"Pickup, Quick-feet, Honey-gather",2.0,No
217,ursaring,18,1258,90,130,75,75,75,55,{normal},110,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",Ursaring,Normal,,500.0,90.0,130.0,75.0,75.0,75.0,55.0,2.0,False,Normal,,,"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130.0,5120.0,70.0,500.0,60,Hibernator Pokémon,75.0,1000000.0,1.8,90.0,Ringumaリングマ,Ursaring,50.0,75.0,75.0,55.0,normal,,125.8,2.0,0.0,Ursaring,Normal,,Hibernator Pokémon,1.8,125.8,"Guts, Quick-feet, Unnerve",2.0,No,Normal,,Hibernator Pokémon,1.8,125.8,"Guts, Quick-feet, Unnerve",2.0,No,Normal,,Hibernator Pokémon,1.8,125.8,"Guts, Quick-feet, Unnerve",2.0,No
